age,A2,C1,D2,D4,D8,D10,D15,job,F15,M8,E17,G1,J2,J4,J9,E1,E2,J17,M6,life_satisfaction
59,Average,Yes,Never,Often,Rarely,Rarely,Sometimes,Doesn't hold an ordinary or supported job,1,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Once a week,Less frequently,190,80,0,200,High
60,Very well,No,Rarely,Always,Sometimes,Always,Always,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a week,Several times a month,167,84,0,3000,High
43,Well,No,Rarely,Always,Sometimes,Always,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a month,Less frequently,176,81,0,300,High
44,Well,No,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,6,Average,Friends/colleagues,No,Once a month,Several times a week,Less frequently,175,83,4,0,High
63,Well,No,Rarely,Always,Rarely,Rarely,Always,Doesn't hold an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Never,Less frequently,164,60,0,10000,High
63,Well,Yes,Rarely,Often,Sometimes,Always,Often,Doesn't hold an ordinary or supported job,8,Average,Parents,Yes,Less frequently,Several times a month,Less frequently,170,69,0,500,High
52,Well,No,Never,Often,Rarely,Sometimes,Often,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a month,Less frequently,186,110,0,0,High
40,Average,No,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Less frequently,Less frequently,183,103,0,3000,High
33,Well,No,Rarely,Often,Rarely,Always,Always,Holds an ordinary or supported job,8,Good,Friends/colleagues,Yes,Once a month,Daily,Once a month,192,102,0,0,High
57,Very well,No,Never,Always,Rarely,Often,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Less frequently,170,80,3,1000,High
34,Average,No,Sometimes,Sometimes,Always,Often,Rarely,Doesn't hold an ordinary or supported job,7,Bad,Partner/spouse/boy-/girlfriend,Yes,Once a month,Less frequently,Several times a month,160,70,2,0,Medium
62,Very well,No,Never,Always,Never,Always,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a month,Never,176,80,0,500,High
31,Average,No,Sometimes,Often,Often,Often,Often,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a week,Several times a month,185,92,0,2000,High
59,Average,Yes,Always,Never,Always,Never,Never,,0,Average,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Refuse to answer,Less frequently,168,78,0,500,Low
45,Poor,Yes,Often,Never,Always,Rarely,Never,,0,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Several times a month,Less frequently,168,80,2,10000,Low
42,Well,No,Sometimes,Rarely,Sometimes,Rarely,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a month,Less frequently,182,106,1,3000,High
36,Poor,No,Rarely,Often,Sometimes,Often,Rarely,Doesn't hold an ordinary or supported job,7,Very bad,Siblings,No,Less frequently,Several times a week,Less frequently,187,90,1,0,Low
63,Well,No,Rarely,Always,Rarely,Rarely,Rarely,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Several times a week,Several times a month,180,145,1,0,High
38,Very well,No,Rarely,Rarely,Often,Sometimes,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Less frequently,174,68,3,0,High
47,Well,No,Rarely,Always,Rarely,Often,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a week,Several times a month,174,66,1,500,High
43,Well,No,Rarely,Sometimes,Rarely,Often,Sometimes,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a week,Less frequently,185,96,1,4000,High
25,Very well,No,Never,Always,Rarely,Often,Always,Holds an ordinary or supported job,9,Very good,Friends/colleagues,Yes,Once a month,Once a month,Once a month,184,84,2,200,High
25,Well,No,Rarely,Often,Sometimes,Often,Always,Holds an ordinary or supported job,7,Good,Parents,No,Once a month,Several times a week,Once a month,176,63,1,28,High
47,Well,Yes,Rarely,Often,Rarely,Always,Often,Holds an ordinary or supported job,7,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Never,Once a month,176,71,3,200,High
52,Well,Yes,Rarely,Often,Rarely,Always,Always,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Several times a week,Less frequently,172,87,1,150,High
59,Well,No,Rarely,Always,Rarely,Often,Often,Doesn't hold an ordinary or supported job,9,Average,Friends/colleagues,No,Several times a week,Once a month,Several times a month,183,89,2,1500,High
61,Poor,No,Often,Sometimes,Often,Often,Often,Doesn't hold an ordinary or supported job,6,Average,I dont share this with anyone,No,Refuse to answer,Refuse to answer,Never,175,75,0,0,Low
50,Well,Yes,Never,Sometimes,Sometimes,Often,Sometimes,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a month,Less frequently,159,53,0,300,High
51,Average,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Holds an ordinary or supported job,9,Good,Friends/colleagues,Yes,Several times a month,Once a month,Less frequently,166,80,0,1000,High
43,Well,No,Rarely,Sometimes,Often,Sometimes,Often,Holds an ordinary or supported job,8,Average,Friends/colleagues,Yes,Once a month,Several times a month,Less frequently,158,63,1,1000,High
35,Average,Yes,Rarely,Often,Rarely,Sometimes,Often,Holds an ordinary or supported job,5,Average,Partner/spouse/boy-/girlfriend,Yes,Once a month,Less frequently,Once a month,167,70,2,8000,High
50,Well,Yes,Never,Often,Sometimes,Always,Always,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a month,Less frequently,172,90,1,5000,High
40,Well,No,Rarely,Sometimes,Sometimes,Often,Often,Holds an ordinary or supported job,8,Average,Siblings,No,Once a week,Several times a month,Once a month,168,103,0,2000,High
45,Poor,Yes,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,7,Very good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Several times a month,Less frequently,179,57,0,500,Medium
38,Average,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Once a month,Less frequently,163,120,1,1000,Medium
58,Well,Yes,Rarely,Never,Often,Sometimes,Always,Holds an ordinary or supported job,2,Very good,Friends/colleagues,Yes,Once a month,Once a month,Less frequently,174,49,2,1000,High
30,Very well,No,Rarely,Often,Rarely,Always,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Daily,Several times a week,Once a month,172,58,1,500,High
51,Well,No,Rarely,Often,Sometimes,Often,Sometimes,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Less frequently,Less frequently,183,78,9,200,High
48,Well,No,Rarely,Always,Rarely,Often,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Once a week,Once a month,170,67,4,600,High
33,Very well,No,Never,Sometimes,Rarely,Always,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Daily,Once a week,Once a month,194,94,1,200,High
60,Well,No,Rarely,Often,Rarely,Often,Often,Holds an ordinary or supported job,8,Good,Friends/colleagues,Yes,Less frequently,Less frequently,Less frequently,180,63,3,2000,High
60,Average,Yes,Never,Always,Rarely,Always,Sometimes,Holds an ordinary or supported job,8,Very good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Several times a week,Less frequently,188,94,2,500,High
54,Well,No,Never,Always,Rarely,Rarely,Often,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Less frequently,187,106,3,0,High
44,Well,No,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a week,Less frequently,185,78,0,200,High
58,Average,Yes,Sometimes,Often,Often,Always,Often,Holds an ordinary or supported job,7,Bad,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Less frequently,Less frequently,182,115,2,600,High
35,Well,No,Never,Always,Sometimes,Always,Always,Holds an ordinary or supported job,8,Very good,Friends/colleagues,Yes,Daily,Several times a month,Several times a month,176,78,0,2000,Medium
59,Well,Yes,Rarely,Sometimes,Sometimes,Often,Sometimes,Doesn't hold an ordinary or supported job,4,Good,Children,No,Once a month,Several times a week,Never,175,59,2,500,Low
62,Average,Yes,Rarely,Rarely,Rarely,Rarely,Often,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Never,Never,160,52,1,2000,Low
43,Average,Yes,Often,Sometimes,Sometimes,Sometimes,Often,Holds an ordinary or supported job,4,Good,Siblings,Yes,Several times a month,Less frequently,Less frequently,170,83,0,3000,High
49,Average,Yes,Rarely,Often,Often,Sometimes,Often,Holds an ordinary or supported job,9,Very good,Friends/colleagues,No,Once a month,Several times a month,Several times a month,159,77,1,1000,High
32,Very well,No,Rarely,Often,Sometimes,Often,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Several times a week,Once a month,160,67,10,1500,High
43,Average,Yes,Sometimes,Often,Often,Often,Always,Doesn't hold an ordinary or supported job,3,Very bad,Partner/spouse/boy-/girlfriend,Yes,Refuse to answer,Refuse to answer,Less frequently,173,65,2,12000,Low
49,Well,No,Never,Always,Rarely,Often,Often,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a month,Once a month,165,85,0,3500,Medium
52,Well,No,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Daily,Several times a month,172,74,1,400,High
53,Very well,No,Never,Always,Never,Always,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Once a week,Once a week,174,74,7,6000,High
60,Very well,No,Never,Always,Never,Rarely,Always,Holds an ordinary or supported job,8,Very good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Refuse to answer,Less frequently,197,88,6,1000,High
24,Average,Yes,Rarely,Rarely,Sometimes,Often,Always,Holds an ordinary or supported job,8,Good,Parents,No,Less frequently,Several times a month,Several times a week,180,79,4,0,High
34,Very well,No,Never,Often,Sometimes,Often,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a month,Less frequently,165,75,1,500,High
63,Average,No,Rarely,Always,Sometimes,Rarely,Sometimes,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Less frequently,Less frequently,185,79,1,1800,High
55,Well,No,Never,Always,Rarely,Always,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a month,Less frequently,178,78,1,2000,Low
61,Well,No,Never,Often,Rarely,Always,Often,Holds an ordinary or supported job,9,Average,Children,No,Less frequently,Once a month,Less frequently,178,93,1,0,High
56,Average,No,Rarely,Often,Never,Always,Rarely,Doesn't hold an ordinary or supported job,4,Good,Friends/colleagues,No,Several times a month,Once a month,Less frequently,171,61,2,1000,High
62,Well,No,Rarely,Often,Rarely,Always,Often,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Less frequently,170,63,0,0,High
35,Well,No,Rarely,Sometimes,Sometimes,Sometimes,Always,Doesn't hold an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a month,Less frequently,169,85,1,600,High
52,Average,No,Sometimes,Sometimes,Often,Rarely,Often,Doesn't hold an ordinary or supported job,7,Average,Friends/colleagues,Yes,Refuse to answer,Several times a week,Never,167,62,1,1000,High
35,Average,No,Rarely,Often,Rarely,Often,Sometimes,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Less frequently,Less frequently,161,59,0,0,High
51,Very well,No,Rarely,Often,Rarely,Always,Often,Holds an ordinary or supported job,9,Good,Friends/colleagues,No,Less frequently,Several times a month,Once a month,180,115,2,0,High
30,Well,Yes,Rarely,Often,Sometimes,Often,Often,Doesn't hold an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Less frequently,Less frequently,178,72,3,2000,High
39,Well,No,Rarely,Sometimes,Rarely,Sometimes,Always,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a week,Once a month,168,57,1,1000,High
37,Average,No,Never,Rarely,Sometimes,Often,Always,Holds an ordinary or supported job,7,Good,Parents,No,Several times a week,Less frequently,Less frequently,176,90,2,0,High
55,Very well,No,Sometimes,Often,Often,Often,Often,Holds an ordinary or supported job,7,Average,Friends/colleagues,Yes,Less frequently,Several times a week,Once a month,165,64,0,0,High
57,Well,No,Rarely,Often,Rarely,Often,Sometimes,Holds an ordinary or supported job,8,Good,Friends/colleagues,Yes,Once a week,Less frequently,Several times a month,172,73,4,3,High
57,Well,Yes,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,7,Good,Friends/colleagues,Yes,Less frequently,Once a week,Less frequently,182,81,2,300,High
36,Well,No,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Daily,Less frequently,Less frequently,167,75,5,1200,High
48,Very well,Yes,Sometimes,Often,Rarely,Sometimes,Often,Holds an ordinary or supported job,9,Very good,Friends/colleagues,No,Less frequently,Daily,Less frequently,180,75,1,0,High
61,Very well,Yes,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Less frequently,Less frequently,173,70,0,2000,High
41,Well,Yes,Sometimes,Often,Sometimes,Rarely,Always,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Once a week,Several times a week,Less frequently,163,79,2,2800,High
61,Well,No,Never,Sometimes,Rarely,Often,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Less frequently,Less frequently,164,72,5,3000,High
26,Average,No,Rarely,Often,Sometimes,Often,Sometimes,Holds an ordinary or supported job,6,Average,Parents,No,Less frequently,Several times a month,Once a month,170,72,2,300,Medium
50,Well,No,Rarely,Sometimes,Rarely,Sometimes,Always,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Daily,Several times a month,Less frequently,190,95,0,500,High
23,Well,No,Rarely,Often,Sometimes,Sometimes,Often,Holds an ordinary or supported job,9,Bad,Friends/colleagues,Yes,Less frequently,Several times a week,Several times a month,168,67,1,400,High
22,Well,No,Never,Often,Rarely,Sometimes,Often,Doesn't hold an ordinary or supported job,9,Average,Friends/colleagues,Yes,Several times a month,Less frequently,Several times a month,170,68,1,5000,High
59,Average,No,Often,Rarely,Always,Sometimes,Sometimes,Doesn't hold an ordinary or supported job,4,Bad,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Never,Less frequently,196,93,4,200,High
38,Average,No,Sometimes,Often,Sometimes,Often,Sometimes,Holds an ordinary or supported job,7,Average,Friends/colleagues,Yes,Less frequently,Once a week,Less frequently,160,77,4,3100,Medium
45,Average,Yes,Rarely,Often,Sometimes,Often,Sometimes,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Once a week,Less frequently,Once a week,168,55,1,4000,High
24,Well,No,Rarely,Rarely,Always,Always,Often,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Refuse to answer,Never,169,61,1,4968,High
24,Very well,No,Rarely,Often,Often,Sometimes,Often,Holds an ordinary or supported job,8,Good,Siblings,No,Once a week,Several times a week,Once a month,165,50,1,2000,High
52,Very well,Yes,Rarely,Often,Never,Always,Always,Holds an ordinary or supported job,7,Very good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Refuse to answer,Less frequently,190,85,6,500,High
50,Well,No,Sometimes,Often,Sometimes,Often,Sometimes,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Once a month,Once a month,163,60,3,0,High
